n	E	N	huitante	octante	quatre-vingts	cougner	biquer	courber	gatter	sécher	schwentzer	Un.traclet	Un.regio	Un.RER	Un.omnibus	Le.dur	Le maire	Le président	Le syndic	ruper	casser.la.croûte	manger.un.morceau	grailler	luncher	bouffer	Des.grolles	Des.godasses	Des.tricounis	Des.souliers	Des.godillots	Des.pompes	Tschüss	Adieu	Adjeu	Tout.de.bon	Tchô	Tchô.bonne	Ciao	pougner	frouiller	mascogner	copier	X.s.chinder	astiquer	poutzer	faire.les.à.fonds	faire.le.ménage	réduire	Une.torrée	Une.brisolée	Un.pique.nique	Une.canette	Une.chope	Une.cinq	Une.grande.bière	Une.pinte	Un.lycée	Un.collège	Un.gymnase	Une.braillée	Une.beuglée	Une.bramée	Une.bouellée	Piosser	Niaucher.Niauquer	Chouiner.Wouiner	Piomer	Chialer	Piauner	Grincher	Une.cramine	Une.fricasse	Un.cru	La.rebuse	Le.régent	Le.prof	Le.raitet	L.enseignant	Le.maître	Baboler	Barjaquer	Batoiller	Baidger	Causer	Elle.beutche	Elle.flambe	Elle.crame	Elle.chupie	Des.planelles	Des.catelles	Des.carrons	Je.ne.pouvais.plus.dire.papet	Je.me.suis.foutu.une.mine	J.étais.sur.Soleure	Je.me.suis.mis.sur.le.toit	Je.me.suis.ramassé.une.chiée.une.cuite	Je.me.suis.pris.une.tuée	Je.me.voyais.plus.les.mains	Papi.et.mami	Papa.et.maman	Père.et.mère	Le..vatr..et.la..mutr.	Le..pater..et.la.mère	Le.père.et.la.mère	Le.croûtion	Le.crotchon	Le.croûton	Le.trognon	Une.tétine	Une.lolette	Un.nouki	Une.raclée	Une.tapée	Une.chiée	Une.pétée	Une.peufnée	Une..é.péclée	Une.brontsée	Une.masse	Une.craquée	Un.matson	Une.bricole	Un.chouia	Une.tchette	Une.bedoume	Un.bobet	Un.boeuf	Un.niolu	Un.tocson	Un.topiot	Un.toyet	Un.dadet	J.arrive.incessamment.sous.peu	J.arrive.immédiatement	J.arrive.tout.soudain	J.arrive.dans.5	J.arrive	Gniaffer	Gifler	Baffer	Un.cheni	Un.commerce	Des.babioles	Un.petchi	Blètse	Biètse	Plètse	Tacon	De.la.réclame	Des.prospectus	De.la.publicité	De.la.pub	Des.tous.ménages	Foutimasser	Pétouiller	Faratzer	Glander	Baster	Bâcher	Capion	Sarcloir	Piochette	Piochard	Longeole	Boule.de.Bâle	Cervelas	Boutefas	Schublig	Wienerli	Un.dicastère	Un.département	Une.section	Un.ministère	Une.direction	Le.téléjournal	Le.TJ	Le.journal.télévisé	Le.JT	Les.nouvelles	Les.news	Les.infos
Le Vaud	7	508	148	7	0	0	0	0	4	0	5	0	0	5	1	1	0	1	0	6	2	4	5	3	0	2	3	6	0	5	1	5	0	1	0	3	6	3	1	6	0	1	4	1	4	7	2	4	1	0	1	7	2	7	0	2	2	0	1	6	5	5	0	3	1	1	4	0	7	2	1	3	3	2	0	0	7	0	2	2	0	1	4	0	6	0	6	5	0	0	7	0	1	6	0	3	6	1	4	1	6	2	0	0	2	0	6	1	2	1	6	1	0	4	7	5	0	0	0	1	0	0	5	7	0	2	7	0	2	0	2	2	5	4	0	3	5	2	0	6	4	7	2	2	2	5	0	0	3	3	1	2	6	4	4	1	0	5	3	4	0	4	2	1	0	0	7	1	1	1	2	4	3	0	1	4	2	0	2	4	0	2
Leysin	15	567	132	15	0	0	0	0	13	0	8	0	4	9	0	4	2	0	3	12	14	6	5	6	0	5	8	12	6	6	3	6	4	6	2	2	6	11	4	15	3	0	3	1	2	15	4	6	1	0	3	13	2	15	0	3	1	0	5	12	12	7	1	10	0	0	9	1	13	3	0	15	8	2	0	7	12	0	5	6	0	8	15	0	7	0	7	14	0	3	14	0	3	11	4	5	9	7	8	3	10	4	0	0	6	1	15	1	7	4	15	2	2	7	14	11	0	9	0	3	10	0	11	12	1	14	14	1	9	2	12	11	10	9	1	10	7	3	2	11	15	14	8	5	8	14	1	1	10	11	5	3	9	9	9	6	0	13	8	12	1	11	4	0	0	1	14	2	4	2	11	5	0	1	1	12	7	1	1	10	1	2
Leytron	26	580	115	26	0	0	0	0	17	0	22	0	1	22	1	5	0	0	26	0	8	9	21	9	0	11	6	23	2	12	6	14	3	6	14	5	7	12	14	25	0	0	11	2	7	26	9	15	1	3	2	23	2	26	0	3	3	1	26	0	26	14	1	4	1	1	15	0	26	0	0	14	25	1	0	6	21	0	8	12	0	20	14	0	13	1	8	25	0	1	25	0	0	21	5	12	12	24	18	4	22	0	0	0	5	1	26	1	2	7	21	0	0	3	24	19	0	1	0	2	13	1	15	24	0	13	25	0	9	13	2	5	15	8	0	7	13	12	0	21	18	23	3	2	14	11	0	0	23	11	10	3	20	7	0	3	0	25	19	8	18	1	4	6	0	0	26	1	2	3	10	6	6	0	5	23	8	0	6	8	1	7
Liddes	9	580	95	9	0	0	0	0	4	0	6	0	1	8	0	0	0	0	9	0	5	1	4	3	0	5	1	8	1	3	1	3	1	1	6	0	1	6	3	8	0	1	3	0	0	7	1	2	0	0	1	9	1	8	0	0	0	0	8	1	7	4	2	1	0	0	2	0	7	5	0	5	8	0	0	2	7	0	1	2	0	7	6	0	2	0	1	9	0	1	8	0	1	4	3	4	2	6	3	0	9	0	0	0	2	1	9	0	0	3	8	0	2	0	9	6	0	1	0	1	4	0	8	5	0	3	7	4	2	3	0	1	5	0	0	0	6	4	0	9	2	7	2	1	7	8	1	1	5	5	0	0	7	2	1	2	0	7	8	2	8	0	1	0	0	0	9	0	0	0	5	3	0	0	1	5	1	0	2	6	0	0
Lignerolle	5	525	177	4	0	1	0	0	4	0	3	0	1	3	0	2	0	0	0	5	5	2	3	3	2	2	3	5	0	1	2	2	2	4	3	1	4	3	1	4	1	0	1	1	1	5	2	2	0	0	0	5	1	4	1	2	3	0	0	5	3	2	1	5	0	2	3	0	5	0	2	5	3	0	0	1	4	0	2	1	0	3	5	0	3	0	4	4	0	2	4	0	1	3	1	2	5	2	4	0	5	0	0	0	2	0	5	0	0	1	5	0	1	2	5	4	0	2	0	0	2	0	4	4	0	5	5	0	1	0	4	5	3	2	0	3	3	2	1	4	4	5	1	1	2	1	2	0	3	4	1	1	3	2	3	3	0	2	4	3	0	4	1	0	0	0	5	2	2	0	4	0	0	1	0	3	1	1	1	4	0	1
Lignières	7	572	214	0	0	7	0	0	3	0	5	1	0	5	0	3	0	3	4	0	1	1	5	0	0	3	5	4	0	5	1	3	1	3	0	1	2	2	4	5	0	0	1	2	1	5	1	5	0	4	0	4	0	4	0	4	0	6	0	2	4	2	0	4	0	1	2	0	7	0	0	5	6	2	0	0	6	0	4	2	1	3	3	0	5	0	4	6	0	2	7	0	0	4	1	0	5	2	5	0	6	2	0	0	1	0	1	2	4	1	6	2	0	2	6	4	1	0	0	2	1	0	2	6	0	0	5	2	2	0	2	2	2	2	0	1	4	3	1	6	3	5	2	2	0	2	0	2	6	1	1	3	4	4	0	3	0	6	1	7	0	6	1	0	0	0	6	0	1	2	2	3	1	0	1	4	1	1	0	3	0	0
L'Isle	7	521	163	7	0	0	0	0	5	0	4	0	1	5	1	2	0	0	0	7	5	3	3	1	0	1	1	7	0	2	1	4	1	2	3	0	3	4	1	6	2	0	3	2	2	6	3	5	0	0	1	7	0	7	0	2	1	0	2	7	4	3	1	6	0	0	5	0	7	2	2	7	4	1	0	3	4	0	1	4	0	3	5	0	5	0	5	7	0	2	7	0	1	4	3	1	5	3	4	0	6	2	0	0	3	0	5	1	2	1	7	0	0	3	6	7	0	3	0	0	5	0	5	6	0	6	7	0	3	1	5	5	5	0	1	5	6	0	0	5	7	6	5	1	6	3	3	0	3	5	3	3	4	2	5	1	0	5	3	4	0	4	3	1	0	0	6	1	3	2	4	0	1	0	2	5	1	0	0	5	1	5
Lonay	14	530	153	14	0	0	0	0	13	0	3	1	0	12	2	1	1	0	0	14	10	7	7	10	1	7	6	10	0	3	4	9	3	6	4	2	9	6	6	12	1	0	6	1	3	14	4	8	0	0	0	14	0	14	0	3	4	0	1	13	10	4	0	9	1	1	9	0	13	0	1	11	5	4	0	1	12	1	2	3	0	3	12	0	10	0	9	12	0	0	14	1	0	11	1	0	12	2	6	0	13	0	0	0	1	0	14	0	1	3	13	0	1	6	12	12	0	3	0	2	4	0	10	14	0	8	13	1	8	0	9	9	10	7	0	7	12	4	0	13	9	11	9	2	9	7	1	0	6	8	5	6	10	4	6	6	0	11	6	10	1	8	5	0	0	2	12	1	7	3	6	4	2	0	1	7	5	1	0	5	0	6
Longirod	3	509	150	2	0	1	0	0	2	0	2	0	0	2	0	1	0	0	0	3	1	2	1	0	0	2	2	2	0	0	1	1	0	1	0	1	2	0	2	3	0	0	1	0	1	3	0	1	0	0	0	3	1	3	0	1	1	0	0	3	3	0	0	0	0	0	1	0	3	1	0	1	1	1	0	0	3	0	0	0	0	2	1	0	2	0	0	3	0	0	3	0	0	2	0	0	2	0	2	0	3	0	0	0	1	0	2	1	0	1	3	0	0	0	3	1	0	1	0	1	1	0	2	3	0	2	3	0	0	0	0	1	2	1	0	1	3	0	0	1	3	3	0	1	0	2	0	0	1	2	2	0	2	1	0	1	0	2	0	3	0	2	1	0	0	0	1	1	1	0	2	0	1	0	0	2	1	0	0	2	1	0
Lovatens	1	556	172	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Loveresse	2	585	233	0	0	2	0	0	0	0	2	1	0	2	0	0	0	1	0	0	0	1	1	0	0	1	1	2	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	1	0	0	0	2	0	2	0	1	1	0	0	2	2	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	1	1	0	2	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	2	1	1	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	2	1	1	1	2	0	1	0	1	0	0	2	1	0	0	2	0	0	1	0	2	0	2	0	1	1	0	0	0	1	0	0	2	1	0	0	0	1	2	0	0	0	0	0	1
Lucens	24	554	173	24	0	0	1	0	18	0	15	1	3	19	5	4	2	1	0	23	21	7	14	7	0	13	6	19	1	16	8	14	12	8	5	4	17	14	9	23	4	0	11	2	9	23	14	15	3	0	2	24	2	24	0	4	0	0	3	23	23	10	1	12	0	12	11	0	24	1	0	21	7	5	0	3	20	0	5	11	0	7	19	0	18	0	9	23	0	3	22	1	4	16	4	6	16	6	16	1	20	0	0	0	9	0	21	3	8	2	24	2	2	4	22	19	0	4	0	4	15	0	15	23	4	15	23	0	9	0	14	21	14	7	0	11	14	7	0	17	20	22	10	5	14	5	4	4	21	18	7	6	19	5	16	7	0	17	15	12	0	14	10	0	0	0	22	7	11	8	9	7	3	0	6	20	6	1	4	12	0	6
Lugnez	1	574	259	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1
Luins	2	510	145	2	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	2	0	1	1	2	1	2	1	2	0	1	0	2	1	1	0	1	2	1	1	1	0	0	2	1	1	2	0	2	0	0	0	2	0	2	0	0	0	0	0	2	1	1	1	0	0	0	2	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	2	1	0	0	0	0	1	0	1	2	0	0	2	0	0	0	1	0	2	1	0	1	2	1	0	2	1	2	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	2	1	0	0	1	1	0	0	0	1	0	2	0	1	0	1	0	0	1	1	1	1	0	0	0
Lully (FR)	9	553	185	9	0	0	0	0	5	0	9	1	0	8	4	0	1	0	0	9	4	4	7	2	2	6	2	9	0	5	2	4	3	6	3	2	6	4	6	8	0	0	4	1	2	9	1	7	0	0	0	9	4	6	0	2	0	0	6	4	9	2	0	5	0	8	3	0	9	0	0	5	3	2	1	2	8	0	4	6	0	3	6	0	7	0	2	8	3	2	9	0	3	8	1	3	6	1	5	2	8	0	0	0	2	0	3	2	5	0	8	0	2	1	9	7	0	1	0	3	5	0	4	8	2	5	9	0	2	0	3	6	4	2	0	3	6	5	0	8	6	9	1	4	3	2	3	2	6	5	6	2	7	5	1	3	0	8	2	8	1	4	4	0	0	0	7	0	4	4	5	1	0	3	1	9	3	2	0	2	1	2
Lussery-Villars	3	530	165	3	0	0	0	0	3	0	2	0	0	3	1	0	0	0	0	3	2	2	2	2	0	1	1	3	0	2	1	2	0	3	0	0	1	2	1	3	0	0	1	1	2	3	2	3	1	0	1	2	0	3	0	1	3	0	0	3	3	2	1	2	0	2	3	0	3	1	0	2	2	1	0	0	3	0	3	2	0	2	3	0	3	0	2	3	0	0	3	0	1	1	0	1	3	0	2	0	3	1	0	0	1	0	3	1	0	1	3	0	0	3	3	3	0	1	0	2	3	0	2	3	1	3	2	0	2	0	3	2	2	0	1	2	2	0	0	3	3	3	1	1	3	2	0	0	1	2	1	1	3	3	1	2	0	3	0	3	0	1	2	0	0	0	3	1	1	0	0	2	0	0	1	2	1	0	1	2	1	3
Lussy-sur-Morges	2	524	151	2	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	0	2	1	1	0	1	1	2	0	0	0	1	0	0	0	0	1	1	1	1	0	0	2	0	1	1	1	2	0	0	0	2	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0	1	0	1	1	0	0	2	0	0	1	0	1	2	0	1	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	2	1	0	0	0	0	1	0	1	2	0	1	2	0	0	0	1	1	1	0	0	0	2	1	0	2	2	1	1	2	1	0	0	0	2	0	0	0	1	2	0	1	0	2	0	2	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
Lutry	63	542	152	63	0	0	0	0	44	0	43	0	2	50	8	13	0	1	1	60	29	18	24	28	5	38	19	50	0	22	12	38	13	17	11	8	36	22	27	51	4	0	28	1	15	56	12	36	4	5	5	56	0	57	1	15	17	1	2	61	44	23	3	22	0	5	23	1	59	5	3	41	18	10	2	5	57	0	11	13	0	15	33	0	49	0	23	62	0	4	60	1	7	47	4	20	37	11	23	2	52	8	0	0	15	1	58	9	19	9	63	2	5	13	58	50	1	13	0	14	19	0	29	56	0	26	54	5	18	0	33	33	28	15	6	14	51	27	1	46	47	54	21	6	20	22	4	5	32	22	18	14	53	11	19	16	1	53	16	44	1	28	29	5	0	4	54	8	15	12	15	26	9	2	15	26	18	8	15	30	10	23
Maracon	7	556	156	7	0	0	0	0	4	0	7	0	0	6	2	0	0	0	0	7	5	3	3	3	0	5	3	6	0	2	2	4	0	2	2	0	5	4	4	6	0	0	3	1	0	5	3	5	1	0	0	7	0	7	0	0	0	0	0	7	5	2	1	5	0	2	1	0	7	1	0	6	1	2	0	0	7	0	0	0	0	1	5	0	7	1	2	7	0	0	6	0	0	7	0	3	4	1	4	0	4	0	0	0	3	0	7	0	1	0	7	0	0	2	6	5	0	0	0	1	1	0	2	6	0	2	6	0	3	0	3	3	4	2	1	0	6	0	0	5	6	6	3	0	1	3	0	2	2	2	0	2	5	1	2	2	0	6	2	4	0	4	3	0	0	0	7	0	1	1	2	2	1	0	2	4	4	0	1	2	0	3
Marchissy	1	509	149	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Marly	89	579	180	88	0	0	0	0	22	0	58	68	5	74	18	7	0	0	1	88	49	34	49	29	3	50	16	77	2	47	25	49	40	19	26	13	53	52	40	85	1	0	30	9	26	86	13	57	5	4	3	87	80	22	3	13	7	2	84	7	70	18	0	64	1	64	22	0	82	16	8	79	41	10	1	4	77	0	24	39	0	35	75	0	54	1	37	86	32	9	87	1	6	64	8	26	59	17	63	26	72	5	0	0	19	6	27	26	39	17	80	10	5	18	86	77	0	10	1	17	54	0	26	77	27	18	86	1	38	2	14	67	43	24	4	29	46	48	1	78	65	80	30	10	35	68	3	2	46	40	27	24	81	28	2	29	1	82	31	65	1	42	38	3	0	1	82	2	20	45	33	21	14	1	25	67	32	7	17	41	7	33
Marsens	12	571	167	12	0	0	1	0	3	0	9	2	2	10	2	1	0	0	0	12	4	3	10	2	0	3	1	12	0	6	4	5	3	3	6	2	5	5	4	12	0	0	5	0	3	12	5	5	2	0	0	12	10	3	0	2	0	1	10	3	9	0	0	9	0	9	1	0	11	3	0	12	6	0	0	3	7	0	4	6	0	4	10	0	6	0	4	10	6	2	11	0	3	6	2	4	7	3	6	1	9	0	0	0	5	1	3	2	7	0	12	0	0	3	11	9	0	4	0	0	4	0	4	10	7	5	10	0	5	0	3	10	5	3	0	5	8	3	1	9	8	11	3	1	6	7	1	3	7	7	3	1	10	2	3	6	0	9	6	8	1	7	5	0	0	0	11	0	2	6	8	2	2	0	1	9	4	1	2	4	0	4
Martigny	162	572	106	132	0	29	1	1	93	1	124	0	5	129	3	36	4	7	153	2	52	70	111	67	3	84	33	137	3	77	21	96	32	23	93	20	74	69	77	153	3	2	46	5	46	154	40	87	3	4	28	149	8	155	0	16	32	5	154	9	151	79	17	29	5	7	84	2	154	10	1	87	142	8	0	9	146	0	50	68	0	122	68	1	97	0	52	161	0	10	156	1	1	112	22	60	92	117	86	9	131	8	0	0	57	8	151	13	10	45	146	5	6	19	151	125	0	12	0	24	80	1	99	139	0	51	150	6	38	36	15	40	83	56	6	40	95	77	1	127	127	142	17	25	93	44	3	8	133	71	49	36	133	30	17	44	2	144	98	76	106	19	34	10	0	2	152	1	17	28	42	63	42	0	24	108	31	14	34	71	17	47
Martigny-Combe	3	570	104	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	0	0	3	0	3	0	0	0	1	0	0	0	0	0	1	2	1	0	0	3	0	1	3	0	1	0	0	0	3	0	3	0	0	0	0	3	0	3	2	0	0	0	1	1	0	3	0	0	1	3	0	0	0	3	0	0	1	0	2	1	0	2	0	1	3	0	0	3	0	0	2	0	1	1	2	1	0	2	0	0	0	1	0	3	0	0	1	2	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	3	0	0	0	1	1	0	1	0	0	1	2	0	3	2	3	2	0	1	0	1	1	1	0	1	0	3	1	0	0	0	3	1	3	3	0	0	0	0	0	2	0	1	1	1	1	1	0	0	2	0	1	1	1	0	1
Massongex	9	565	121	9	0	0	0	0	6	0	8	0	0	9	0	1	0	0	9	0	4	4	4	3	0	5	3	9	0	2	2	5	1	2	5	3	3	4	3	9	1	0	2	0	3	9	2	4	0	0	2	9	0	9	0	0	0	0	9	0	9	3	0	4	0	0	5	0	9	0	1	8	6	1	0	0	7	0	2	4	0	7	6	0	4	0	1	9	0	0	9	0	0	8	0	3	5	5	4	2	5	1	0	0	4	1	9	1	1	2	8	0	1	1	9	5	0	0	0	1	4	2	7	8	0	3	7	1	5	1	3	2	4	2	0	4	6	2	0	7	7	8	3	2	7	5	0	0	6	3	2	1	9	3	2	4	0	9	5	6	4	2	3	0	0	0	8	0	2	1	4	1	0	1	2	6	1	0	1	3	1	1
Massonnens	5	564	172	5	0	0	0	0	3	0	4	3	0	5	2	2	0	0	0	5	3	3	3	1	0	3	1	5	1	5	1	1	3	3	3	0	2	3	3	4	0	0	3	0	1	5	2	4	0	0	0	5	2	3	0	1	1	0	5	1	4	2	0	3	0	4	0	0	5	1	0	5	4	0	0	1	4	0	2	3	0	5	4	0	4	0	3	5	2	0	5	0	1	4	1	3	3	1	4	0	5	0	0	0	0	0	3	0	2	0	5	1	0	0	4	5	0	1	0	0	5	0	3	4	1	1	5	0	1	0	1	4	2	0	0	2	1	3	0	5	4	5	1	0	1	3	0	1	3	1	1	1	5	3	0	2	0	5	3	5	1	1	3	0	0	0	5	0	2	1	2	0	2	0	0	4	2	0	0	2	0	3
Mathod	4	533	180	4	0	0	0	0	4	0	4	0	1	3	1	1	0	0	0	4	4	2	2	1	0	4	1	4	0	2	1	4	1	2	1	2	3	3	2	2	0	0	4	0	1	4	1	3	1	0	0	4	0	4	0	3	2	0	0	4	4	1	0	2	0	0	3	0	4	0	1	2	3	2	0	0	4	0	2	3	0	1	3	0	4	0	2	4	0	1	4	0	0	4	0	0	3	1	3	1	4	0	0	0	1	0	4	0	1	1	4	0	2	2	4	3	0	2	0	1	2	0	2	4	0	4	4	0	2	0	3	1	1	2	0	1	3	3	0	4	4	4	2	1	2	3	0	1	1	2	1	0	3	1	1	3	0	4	1	3	0	1	1	2	1	0	3	0	2	1	1	0	0	0	2	1	2	0	1	2	0	3
Matran	19	574	182	19	0	0	0	0	1	0	15	13	0	17	3	4	0	0	0	19	9	5	14	6	0	13	3	16	1	12	6	8	9	9	7	1	12	9	9	19	0	0	7	2	2	19	3	14	3	1	1	19	16	4	0	3	1	0	19	1	13	6	1	12	0	15	5	0	17	1	4	15	10	0	0	2	13	0	7	11	0	5	14	1	16	0	8	17	9	2	18	0	3	15	1	4	15	2	13	4	18	2	0	0	4	2	6	8	8	5	17	1	2	3	17	17	0	1	0	3	14	0	5	16	7	2	17	0	5	2	4	16	11	8	0	4	12	10	0	18	15	19	5	4	7	13	1	0	10	4	6	5	16	7	1	6	0	18	4	14	0	6	11	1	0	1	18	1	3	12	3	6	4	0	3	17	6	6	2	7	2	7
Mauborget	1	537	190	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1
Meinier	16	507	122	1	0	15	0	0	0	8	15	0	0	12	7	1	0	15	1	0	1	10	12	10	2	9	11	13	0	7	3	12	6	7	1	0	9	1	8	6	0	12	8	2	4	14	2	13	0	0	1	16	11	11	0	2	2	0	16	1	11	11	0	6	0	1	11	0	15	1	3	5	11	5	0	0	15	0	5	10	4	11	7	0	13	0	8	15	0	0	16	0	0	12	2	9	10	4	8	1	15	0	0	0	1	0	13	1	10	3	16	0	0	7	15	15	0	2	0	2	3	0	10	15	0	7	14	1	6	0	0	6	11	8	0	0	9	7	0	11	15	13	0	1	8	8	1	3	5	7	3	3	14	5	3	3	0	15	10	10	2	11	4	1	9	2	12	1	4	2	4	11	2	0	0	6	4	0	4	8	0	8
Ménières	3	557	182	3	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	3	3	0	1	1	0	2	0	2	0	2	2	1	1	1	1	0	3	1	1	3	0	0	0	0	1	3	0	1	0	0	0	3	2	2	1	0	0	0	1	3	3	2	0	2	0	3	1	0	3	0	0	2	1	0	0	2	3	0	1	2	0	1	3	0	2	0	2	3	0	0	3	0	0	1	0	1	3	0	2	0	3	0	0	0	1	0	2	1	2	0	3	0	0	0	3	3	0	1	0	0	3	0	2	3	1	2	3	0	2	0	2	2	1	0	0	0	3	0	0	3	2	2	2	1	1	1	0	0	2	1	1	1	3	2	1	2	0	3	2	1	0	2	1	0	0	0	3	0	1	0	2	1	0	0	0	2	1	0	1	1	0	1
Mervelier	15	605	244	1	0	14	0	10	3	0	14	2	0	15	0	2	0	13	2	0	5	4	8	2	0	9	8	13	0	6	0	8	6	2	0	1	9	1	12	4	0	0	4	15	1	14	0	9	0	2	0	14	1	10	7	4	2	12	2	4	13	3	0	11	0	0	7	0	14	0	1	2	13	5	0	3	13	7	4	6	0	11	1	1	12	15	5	14	0	14	6	0	0	11	6	3	11	5	10	5	12	1	0	0	2	0	3	10	5	1	12	10	1	8	14	8	11	0	0	1	5	0	4	15	0	0	15	2	5	1	1	0	5	6	0	1	5	10	9	10	10	13	6	0	9	0	0	11	12	8	6	3	13	6	0	4	1	15	5	12	2	6	7	0	0	0	14	0	2	13	9	4	1	0	3	11	5	1	0	9	3	3
Mettembert	2	591	250	0	0	2	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	2	1	0	1	1	2	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	2	1	2	1	1	0	0	0	2	0	1	1	0	0	2	0	0	2	1	0	2	0	0	1	0	2	0	0	1	2	0	0	1	1	2	0	1	0	1	0	1	1	2	0	2	0	2	0	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	1	1	0	1	2	0	0	2	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	2	0	0	0	0	0	1	2	2	0	0	1	0	1	0	0	2	0	2	0	2	0	0	0	0	1	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0
Meyriez	1	575	197	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
